Order_ID,Customer_ID,Supplier_ID,Supplier_Reliability_Score,Item_ID,Item_Category,Order_Quantity,Order_Date,Expected_Delivery_Days,Transport_Mode,Shipment_Distance_km,Actual_Delivery_Days,Delay,Disruption_Flag,Inventory_Level,Stock_Shortage_Risk,Cost_Per_Unit,Total_Order_Cost,Customer_Priority,Order_Flexibility,Predicted_Optimal_Supplier_ID
O00018,C0001,2,85,0,2,0.5885550546472503,2026-02-09,0.12516367576427123,1,0.5790351539126414,-0.09873573986630821,0,0,1.3147593239285746,-0.2637033353414171,-0.13696400769964845,0.2665601826498558,1,1,0
O00019,C0946,0,90,4,0,0.7633353167626065,2026-02-26,0.8327028264950307,2,0.39525673493628083,0.5325669447008794,0,0,-0.8184507880657419,-0.2637033353414171,0.4554725049762559,0.9105800118868523,1,0,0
O00020,C0339,3,70,2,1,1.1128958409933187,2026-03-02,-0.2286058996011085,2,-0.5299483590706641,-0.414387082149902,0,0,0.5234071856081023,-0.2637033353414171,-0.34907090729966356,0.37143142669770407,0,0,0
O00021,C0639,1,80,1,2,0.238994530416538,2026-03-17,-1.6436842010626276,3,-1.7062705293888192,-1.6769924512842773,0,0,1.5900122416052604,-0.2637033353414171,1.4026395221556338,1.1669074104964352,0,1,0
O00022,C0918,2,85,3,1,1.1128958409933187,2026-02-11,0.12516367576427123,0,-0.2830399488428819,-0.09873573986630821,0,0,0.041714579673901846,-0.2637033353414171,-0.19913327137551495,0.5253161784900203,0,0,0
O00023,C0205,2,85,0,2,1.1128958409933187,2026-02-19,-0.2286058996011085,1,0.024894119594607668,-0.414387082149902,0,0,1.6244188563148463,-0.2637033353414171,-1.0073336991617796,-0.3041601665368553,0,0,0
O00024,C0187,2,85,0,2,0.9381155788779626,2026-02-06,1.1864724018604105,2,0.890476444086321,1.4795209715516608,1,0,1.2803527092189888,-0.2637033353414171,1.2380738241901048,1.8098233319013493,0,0,0
O00025,C0827,4,60,3,1,0.5885550546472503,2026-02-15,-0.936145050331868,3,-1.3723830201035228,-1.0456897667170897,0,0,0.2825608826410021,-0.2637033353414171,1.5891473131832334,1.7254847735302374,0,1,0
O00026,C0692,3,70,1,2,-1.6835883528523796,2026-02-13,0.12516367576427123,1,0.6148088156217802,0.8482182869844732,1,0,-1.059297091032842,-0.2637033353414171,0.08245692292105687,-1.1179610203481578,0,0,0
O00027,C0147,4,60,0,2,-1.1592475665063113,2026-03-23,0.47893325112965096,0,0.27741408460029393,0.2169156024172856,0,0,-0.7840441733561562,-0.2637033353414171,0.009316612714155105,-0.773320995171966,0,1,0
O00028,C0280,2,85,2,1,1.1128958409933187,2026-01-28,0.8327028264950307,1,0.4997719426747454,0.5325669447008794,0,0,1.4867923974765034,-0.2637033353414171,1.1576194829625128,1.9177855178790288,0,0,0
O00029,C0667,4,60,0,2,1.1128958409933187,2026-01-31,-1.2899146256972478,3,-0.9858871847753753,-1.3613411090006835,0,0,-1.1625169351615994,-0.2637033353414171,-0.19913327137551495,0.5253161784900203,0,1,0
O00030,C0387,1,80,1,2,1.1128958409933187,2026-03-10,-0.936145050331868,1,-1.5337152199682669,-1.0456897667170897,0,0,-1.093703705742428,-0.2637033353414171,0.6273522339624751,1.3735589566623003,1,0,0
O00031,C0652,4,60,3,1,1.6372366273393872,2026-03-08,-0.936145050331868,0,-0.487861698236383,-1.0456897667170897,0,0,-0.1991317232931984,-0.2637033353414171,-1.2084695522307594,-0.3820960594818878,0,1,0
O00032,C0531,1,80,4,0,-0.11056599381417431,2026-01-25,-1.2899146256972478,1,-0.9522178561079504,-1.3613411090006835,0,0,0.2137476532218306,-0.2637033353414171,0.05320079883829617,-0.04871589419293857,0,0,0
O00033,C0600,2,85,1,2,0.06421426830118185,2026-02-20,-0.2286058996011085,1,0.2598779759193435,-0.414387082149902,0,0,-1.5065830822574569,1.3092363326658427,0.872372273155596,0.614291149755879,0,0,0
O00034,C0321,1,80,1,2,-0.11056599381417431,2026-02-13,-0.936145050331868,3,-1.1872017124326864,-1.0456897667170897,0,0,1.0395064062518886,-0.2637033353414171,-1.5814851342859584,-1.0356094960747948,0,1,0
O00035,C0072,4,60,4,0,0.5885550546472503,2026-02-16,-0.5823754749664882,1,-0.8091232092713949,-0.7300384244334959,0,0,1.10831963567106,-0.2637033353414171,-0.25764551954103637,0.1645590989654223,0,1,0
O00036,C0075,1,80,0,2,-0.809687042275599,2026-02-23,1.5402419772257903,0,1.0679418639375393,1.163869629268067,0,0,0.45459395618893084,-0.2637033353414171,1.1941896380659638,-0.11141785905523101,0,1,0
O00037,C0071,1,80,2,1,0.9381155788779626,2026-02-02,0.8327028264950307,1,0.8041987893760449,0.5325669447008794,0,0,-0.2679449527123699,-0.2637033353414171,0.8870003351969764,1.4707028458855704,0,0,0
O00038,C0874,4,60,3,1,0.5885550546472503,2026-03-19,-0.936145050331868,3,-0.9522178561079504,-1.0456897667170897,0,0,1.4523857827669175,-0.2637033353414171,1.1759045605142384,1.3762083354592987,1,1,0
O00039,C0919,2,85,2,1,1.6372366273393872,2026-01-26,0.12516367576427123,3,-0.07190520032423872,-0.09873573986630821,0,0,-1.368956623419114,3.275410917674917,0.5980961098797144,1.7992258167133561,1,1,0
O00040,C0191,1,80,1,2,1.6372366273393872,2026-01-29,0.8327028264950307,2,0.6155102599690182,0.5325669447008794,0,0,1.6932320857340177,-0.2637033353414171,0.07879990741071179,1.1722061680904317,1,0,0
O00041,C0028,3,70,0,2,0.06421426830118185,2026-01-31,1.89401155259117,2,1.7153749964382294,2.1108236561188485,1,0,0.7642534885752026,-0.2637033353414171,-1.358407188154908,-0.8671531608989881,1,0,0
O00042,C0149,3,70,2,1,-1.6835883528523796,2026-03-09,0.12516367576427123,2,0.06838366912336474,-0.09873573986630821,0,0,1.521199012186089,-0.2637033353414171,1.3477842895004575,-1.041570598368041,0,0,0
O00043,C0468,2,85,3,1,0.9381155788779626,2026-02-19,-0.936145050331868,3,-0.5930783503220856,-1.0456897667170897,0,0,1.2803527092189888,-0.2637033353414171,-0.864710094258321,-0.22136707913065928,1,0,0
O00044,C0999,1,80,0,2,1.287676103108675,2026-03-11,1.89401155259117,2,1.6297987860751912,1.4795209715516608,0,0,-0.1991317232931984,-0.2637033353414171,-1.5449149791825076,-0.8333735812372601,0,0,0
O00045,C0399,2,85,0,2,-1.6835883528523796,2026-03-11,-1.2899146256972478,1,-1.2868068097404848,-1.3613411090006835,0,0,-0.1991317232931984,-0.2637033353414171,-1.1389862575342027,-1.1917020635312763,0,1,0
O00046,C0996,4,60,4,0,1.462456365224031,2026-02-13,0.47893325112965096,1,0.3110834132677187,0.2169156024172856,0,0,-0.9904838616136706,-0.2637033353414171,0.2067954502727899,1.198479174493998,0,1,0
O00047,C0828,0,90,1,2,-1.6835883528523796,2026-01-29,-0.2286058996011085,2,-0.17010740893756116,-0.414387082149902,0,0,1.142726250380646,-0.2637033353414171,-0.9524784665066032,-1.1804422036440336,1,1,0
O00048,C0990,2,85,2,1,1.6372366273393872,2026-02-01,0.12516367576427123,2,0.12870788298583424,-0.09873573986630821,0,0,-0.43997802626029864,-0.2637033353414171,1.5781762666521981,2.9826150127059177,0,0,0
O00049,C0952,3,70,1,2,-1.1592475665063113,2026-02-09,1.1864724018604105,1,0.8406738954324218,0.8482182869844732,0,0,-0.3367581821315414,-0.2637033353414171,0.5322698306935028,-0.6470339391817149,0,1,0
O00050,C0856,0,90,3,1,-1.3340278286216674,2026-02-26,-1.6436842010626276,1,-1.0749706168746034,-1.6769924512842773,0,0,-0.8184507880657419,-0.2637033353414171,-0.9963626526307442,-1.0718176729671045,0,0,0
O00051,C0138,1,80,0,2,1.1128958409933187,2026-03-10,-0.936145050331868,1,-0.5411714686264723,-0.09873573986630821,1,0,0.07612119438348759,-0.2637033353414171,1.3368132429694222,2.1016965627039923,0,0,0
O00052,C0092,2,85,4,0,0.5885550546472503,2026-03-14,1.1864724018604105,2,1.3870990419308373,0.8482182869844732,0,0,-0.027098649745269654,-0.2637033353414171,0.41158831885211483,0.7302014721245533,1,0,0
O00053,C0419,2,85,3,1,-1.3340278286216674,2026-03-23,-1.6436842010626276,3,-1.3590555775060005,-1.6769924512842773,0,0,-0.3023515674219556,-0.2637033353414171,-1.1353292420238577,-1.0969867715385881,0,0,0
O00054,C0696,0,90,4,0,0.7633353167626065,2026-03-08,0.8327028264950307,1,1.2019177342600007,0.5325669447008794,0,0,0.14493442380265908,-0.2637033353414171,-0.23204641096862075,0.2879759945922585,0,1,0
O00055,C0456,0,90,4,0,1.1128958409933187,2026-02-05,-0.5823754749664882,0,-0.7291585536862609,-0.7300384244334959,0,0,1.0739130209614742,-0.2637033353414171,-1.2450397073342103,-0.5481237974271128,0,0,0
O00056,C0411,0,90,1,2,-1.1592475665063113,2026-02-19,1.5402419772257903,0,1.695033110368327,1.163869629268067,0,0,-1.2313301645807708,-0.2637033353414171,-1.0000196681410893,-1.017063844495807,0,0,0
O00057,C0591,3,70,4,0,-0.11056599381417431,2026-02-12,0.8327028264950307,1,0.7073994694571986,0.5325669447008794,0,0,1.10831963567106,-0.2637033353414171,-0.5904339309824395,-0.43729145108601847,0,1,0
O00058,C0499,3,70,0,2,-1.6835883528523796,2026-03-07,0.12516367576427123,1,0.1721974325145913,-0.09873573986630821,0,0,1.5900122416052604,-0.2637033353414171,1.0515660331625054,-1.0594539052477794,0,0,0
O00059,C0972,2,85,0,2,0.7633353167626065,2026-02-18,0.8327028264950307,2,1.0342725352701145,0.5325669447008794,0,0,1.0739130209614742,-0.2637033353414171,0.13731215557623322,0.6224600677132903,0,1,0
O00060,C0728,2,85,3,1,0.5885550546472503,2026-01-27,-0.5823754749664882,0,-0.6148231250864641,-0.7300384244334959,0,0,1.521199012186089,-0.2637033353414171,1.0186528935693995,1.243297832476552,1,0,0
O00061,C0184,1,80,1,2,0.238994530416538,2026-03-19,-1.2899146256972478,3,-0.8000044327573007,-1.3613411090006835,0,0,-1.2657367792903567,-0.2637033353414171,-0.6306611015962353,-0.306147200634604,0,1,0
O00062,C0279,2,85,2,1,-0.809687042275599,2026-03-05,1.1864724018604105,0,1.213842288163047,1.7951723138352547,1,0,0.041714579673901846,-0.2637033353414171,1.1832185915349285,-0.11539192725072842,0,1,0
O00063,C0152,1,80,1,2,1.462456365224031,2026-01-28,0.8327028264950307,0,0.5095921635360776,1.163869629268067,1,0,1.3147593239285746,-0.2637033353414171,0.8102030094797295,1.8906293852097964,0,0,0
O00064,C0472,3,70,2,1,1.287676103108675,2026-02-24,1.89401155259117,0,1.6276944530334772,1.4795209715516608,0,0,1.6932320857340177,-0.2637033353414171,0.2726217294590015,1.1417383119249516,0,1,0
O00065,C0812,1,80,1,2,1.287676103108675,2026-02-14,-1.2899146256972478,2,-1.6655867572490142,-0.09873573986630821,1,0,0.9362865621231313,-0.2637033353414171,0.5103277376314322,1.400052744632283,0,0,0
O00066,C0808,4,60,2,1,1.462456365224031,2026-02-17,-0.2286058996011085,1,-0.163794409812419,-0.414387082149902,0,0,-0.9216706321944991,-0.2637033353414171,0.6785504511073063,1.739614793780895,0,1,0
O00067,C0630,2,85,1,2,0.7633353167626065,2026-01-25,1.5402419772257903,0,1.290299722011991,2.4264749984024423,1,0,-0.8184507880657419,-0.2637033353414171,-1.310865986520422,-0.6889824368008542,0,1,0
O00068,C0778,2,85,4,0,-0.809687042275599,2026-02-12,0.8327028264950307,0,0.8995952206004153,0.5325669447008794,0,0,-1.1281103204520135,-0.2637033353414171,-1.106073117941097,-0.9446474907111875,0,1,0
O00069,C0530,4,60,4,0,1.6372366273393872,2026-02-08,-0.936145050331868,3,-1.7259109711114835,-0.09873573986630821,1,0,1.0395064062518886,-0.2637033353414171,1.2600159172521754,2.598455087141168,0,0,0
O00070,C0056,4,60,1,2,-1.1592475665063113,2026-02-07,-0.2286058996011085,1,-0.5762436859883732,1.163869629268067,1,0,-0.4055714115507129,-0.2637033353414171,1.5269780495073668,-0.4068235949205383,0,0,0
O00071,C0797,1,80,0,2,0.5885550546472503,2026-03-07,-1.2899146256972478,1,-1.3492353566446682,-1.3613411090006835,0,0,-0.027098649745269654,-0.2637033353414171,-0.06382369749274666,0.3283790212464821,0,1,0
O00072,C0661,4,60,0,2,0.9381155788779626,2026-02-28,-1.2899146256972478,1,-1.058837396888129,-1.3613411090006835,0,0,1.2115394797998174,-0.2637033353414171,-1.281609862437661,-0.6240726562743966,0,0,0
O00073,C0786,3,70,3,1,-1.5088080907370236,2026-02-26,-1.6436842010626276,1,-1.4362144557021823,-1.6769924512842773,0,0,-0.7152309439369846,-0.2637033353414171,-1.3474361416238727,-1.1698446884560407,0,1,0
O00074,C0726,2,85,3,1,-0.6349067801602428,2026-02-28,0.47893325112965096,3,0.5593947121899768,0.2169156024172856,0,0,-0.1991317232931984,-0.2637033353414171,0.7041495596797219,-0.13062585533346846,0,0,0
O00075,C0737,2,85,0,2,1.462456365224031,2026-03-18,-1.2899146256972478,1,-0.7635293267009238,-1.3613411090006835,0,0,-1.0248904763232565,-0.2637033353414171,-1.1755564126376536,-0.38717403550946783,0,0,0
O00076,C0860,0,90,4,0,1.462456365224031,2026-02-08,1.5402419772257903,1,1.4782868070717796,1.163869629268067,0,0,-0.6120110998082274,-0.2637033353414171,-0.652603194658306,0.21268948044422425,1,0,0
O00077,C0496,3,70,0,2,-0.9844673043909551,2026-02-28,-0.5823754749664882,3,-0.7340686641169271,-0.414387082149902,1,0,1.383572553347746,-0.2637033353414171,-0.1515920697410288,-0.7055410542820935,0,1,0
O00078,C0151,0,90,0,2,-0.28534625592953045,2026-02-25,-1.6436842010626276,2,-1.6578708694293958,-1.6769924512842773,0,0,-1.472176467547871,0.12953158166039783,-1.0183047456928147,-0.7499181491318145,0,0,0
O00079,C0609,0,90,3,1,-0.809687042275599,2026-03-04,-1.2899146256972478,3,-1.5498484399547412,-1.3613411090006835,0,0,0.8674733327039598,-0.2637033353414171,1.6476595613487548,0.052843626358661855,0,0,0
O00080,C0159,3,70,2,1,1.6372366273393872,2026-02-18,0.8327028264950307,1,0.9199371066703178,0.5325669447008794,0,0,0.42018734147934506,-0.2637033353414171,0.0751428919003667,1.1677905367621013,0,0,0
O00081,C0347,2,85,1,2,1.462456365224031,2026-02-09,-0.936145050331868,0,-0.773349547562256,0.2169156024172856,1,0,0.5578138003176881,-0.2637033353414171,1.0332809556107798,2.1465152206865463,1,1,0
O00082,C0375,0,90,4,0,-0.28534625592953045,2026-02-13,-0.5823754749664882,0,-1.01254206997042,-0.7300384244334959,0,0,-0.9904838616136706,-0.2637033353414171,-0.3125007521962127,-0.3664205682663147,0,1,0
O00083,C0893,2,85,2,1,-0.9844673043909551,2026-01-26,1.1864724018604105,3,0.9206385510175558,0.8482182869844732,0,0,0.9018799474135456,-0.2637033353414171,-0.39295509342380464,-0.7783989711995459,1,1,0
O00084,C0277,1,80,4,0,0.238994530416538,2026-02-08,1.1864724018604105,1,1.5259850226839646,1.4795209715516608,1,0,0.38578072676975933,-0.2637033353414171,0.7334056837624826,0.6820710906457514,0,0,0
O00085,C0116,4,60,2,1,-1.6835883528523796,2026-02-05,-0.936145050331868,2,-1.218766708058397,-0.7300384244334959,1,0,-0.9560772469040849,-0.2637033353414171,0.7919179319280041,-1.0751293964633524,0,0,0
O00086,C0094,1,80,1,2,0.9381155788779626,2026-02-14,1.1864724018604105,3,1.4018293732228357,0.8482182869844732,0,0,1.4523857827669175,-0.2637033353414171,1.0552230486728504,1.633198078768131,1,1,0
O00087,C0167,2,85,1,2,-0.28534625592953045,2026-02-07,-1.2899146256972478,2,-1.294522697560103,-1.3613411090006835,0,0,-0.3367581821315414,-0.2637033353414171,0.47375758252798134,0.06079176274965667,0,1,0
O00088,C0792,3,70,2,1,-0.9844673043909551,2026-01-31,-1.6436842010626276,3,-1.3990379052985675,-0.414387082149902,1,0,-1.2313301645807708,-0.2637033353414171,-0.3088437366858676,-0.7530090910616458,0,0,0
O00089,C0667,4,60,3,1,-0.809687042275599,2026-02-21,-1.2899146256972478,2,-0.731262886727975,-1.0456897667170897,1,0,1.245946094509403,-0.2637033353414171,-1.603427227348029,-1.12480524890707,0,1,0
O00090,C0075,0,90,0,2,-1.5088080907370236,2026-02-28,-1.2899146256972478,2,-1.2889111427821989,-1.3613411090006835,0,0,-0.7152309439369846,-0.2637033353414171,1.0040248315280191,-0.8859195940443925,0,0,0
O00091,C0468,0,90,2,1,1.6372366273393872,2026-02-28,-0.2286058996011085,2,-0.4591024799996243,-0.414387082149902,0,0,0.11052780909307335,-0.2637033353414171,-0.6708882722100313,0.2670017457826888,0,1,0
O00092,C0579,4,60,0,2,1.287676103108675,2026-02-02,0.8327028264950307,0,1.337296493276938,1.4795209715516608,1,0,-0.1991317232931984,-0.2637033353414171,0.19216738823140952,1.0543088116240087,0,0,0
O00093,C0717,2,85,4,0,-0.28534625592953045,2026-02-26,1.89401155259117,1,1.4888084722803498,1.4795209715516608,0,0,-1.1625169351615994,-0.2637033353414171,-1.02196176120316,-0.7519051832295632,0,1,0
O00094,C0044,3,70,4,0,-0.6349067801602428,2026-02-28,1.1864724018604105,3,0.9508006579487905,2.1108236561188485,1,0,-1.059297091032842,-0.2637033353414171,0.5249557996728126,-0.20635393261433574,1,0,0
O00095,C0561,2,85,4,0,-0.6349067801602428,2026-02-03,0.12516367576427123,1,-0.3496771618304936,-0.09873573986630821,0,0,1.3147593239285746,-0.2637033353414171,-0.17719117831344441,-0.5030843578781422,0,0,0
O00096,C0344,1,80,2,1,-1.5088080907370236,2026-03-07,-1.6436842010626276,1,-1.251033148031346,-1.6769924512842773,0,0,-1.1969235498711852,-0.2637033353414171,-0.29055865913414214,-1.0422329430672905,0,0,0
O00097,C0729,2,85,4,0,0.7633353167626065,2026-01-28,0.47893325112965096,1,0.025595563941845687,0.2169156024172856,0,0,-0.0615052644548554,-0.2637033353414171,-1.4315474983618097,-0.798269312177033,0,0,0
O00098,C0266,1,80,1,2,1.462456365224031,2026-02-01,0.12516367576427123,1,-0.16239152111794294,-0.09873573986630821,0,0,-0.5431978703890559,-0.2637033353414171,0.996710800507329,2.104566723067407,0,0,0
O00099,C0172,2,85,2,1,-1.1592475665063113,2026-03-05,-0.5823754749664882,0,-0.6309563450729385,-0.7300384244334959,0,0,0.7642534885752026,-0.2637033353414171,0.8028889784590393,-0.5816825955224243,0,1,0
O00100,C0313,4,60,2,1,-0.46012651804488663,2026-03-08,-1.2899146256972478,1,-0.9627395213165207,-1.3613411090006835,0,0,-1.3001433939999423,-0.2637033353414171,-0.3710130003617341,-0.49160371642448303,0,0,0
O00101,C0247,2,85,4,0,-1.1592475665063113,2026-01-25,-0.936145050331868,3,-0.5222324712510459,-1.0456897667170897,0,0,1.2115394797998174,-0.2637033353414171,-1.2084695522307594,-1.0674020416387742,0,0,0
O00102,C0833,4,60,0,2,-1.3340278286216674,2026-01-25,0.8327028264950307,3,1.049704310909351,2.1108236561188485,1,0,-1.0248904763232565,-0.2637033353414171,0.056857814348641254,-0.881062399583229,0,1,0
O00103,C0338,1,80,0,2,0.9381155788779626,2026-03-21,1.1864724018604105,0,0.9339659936150781,0.8482182869844732,0,0,-0.6464177145178132,-0.2637033353414171,1.6659446389004802,2.2231264242330795,0,1,0
O00104,C0981,4,60,0,2,1.287676103108675,2026-02-23,-0.936145050331868,3,-1.4839126713143675,-1.0456897667170897,0,0,1.3147593239285746,-0.2637033353414171,0.21045246578313498,1.0741791526014957,0,0,0
O00105,C0255,4,60,1,2,0.9381155788779626,2026-03-08,-0.936145050331868,0,-1.6782127554992983,-1.0456897667170897,0,0,0.3169674973505878,-0.2637033353414171,-1.4717746689756057,-0.8077629195329434,1,1,0
O00106,C0235,2,85,0,2,0.5885550546472503,2026-02-06,0.47893325112965096,1,0.6127044825800662,0.2169156024172856,0,0,1.245946094509403,-0.2637033353414171,-0.4587813726100162,-0.005442707175300127,0,0,0
O00107,C0568,4,60,1,2,-0.809687042275599,2026-03-11,0.8327028264950307,2,1.132474743883437,0.5325669447008794,0,0,-0.43997802626029864,-0.2637033353414171,-0.2942156746444872,-0.6505664442443794,0,0,0
O00108,C0030,2,85,0,2,-0.46012651804488663,2026-02-10,0.8327028264950307,3,0.5769308208709273,0.5325669447008794,0,0,-0.6464177145178132,-0.2637033353414171,-0.5465497448582983,-0.5763838379284277,0,0,0
O00109,C0352,2,85,1,2,-1.6835883528523796,2026-02-19,-1.2899146256972478,3,-0.8484040927167239,-0.414387082149902,1,0,0.7642534885752026,-0.2637033353414171,0.7041495596797219,-1.080428154057349,0,0,0
O00110,C0547,2,85,1,2,1.6372366273393872,2026-03-25,-1.2899146256972478,3,-0.7417845519365452,-1.3613411090006835,0,0,0.45459395618893084,-0.2637033353414171,-0.5355786983272631,0.4303801049309156,0,0,0
O00111,C0871,4,60,1,2,-0.28534625592953045,2026-01-29,-1.6436842010626276,1,-1.580711991233214,-1.6769924512842773,0,0,-1.2313301645807708,-0.2637033353414171,-1.727765754699762,-1.135402764095063,0,0,0
O00112,C0208,1,80,4,0,-0.28534625592953045,2026-02-24,0.47893325112965096,2,0.059966336956508534,0.2169156024172856,0,0,-0.6120110998082274,-0.2637033353414171,-0.2759305970927618,-0.3465502272888276,0,0,0
O00113,C0356,1,80,1,2,1.462456365224031,2026-02-03,-1.2899146256972478,2,-1.6473492042208255,0.2169156024172856,1,1,-1.4033632381286996,3.275410917674917,1.3880114601142535,2.5534156475921974,0,0,0
O00114,C0455,0,90,4,0,1.1128958409933187,2026-03-17,-0.936145050331868,3,-0.4408649269714358,-1.0456897667170897,0,0,0.11052780909307335,-0.2637033353414171,-0.15890610076171896,0.5666023314099101,0,0,0
O00115,C0476,0,90,0,2,0.5885550546472503,2026-02-05,0.8327028264950307,2,1.1177444125914386,0.5325669447008794,0,0,-1.0248904763232565,-0.2637033353414171,0.334790993134868,0.6652916915980958,0,0,0
O00116,C0898,3,70,1,2,-1.1592475665063113,2026-02-17,1.5402419772257903,1,1.5266864670312028,1.163869629268067,0,0,1.5900122416052604,-0.2637033353414171,-0.1808481938237895,-0.8192435609866027,0,0,0
O00117,C0111,3,70,2,1,0.9381155788779626,2026-03-06,1.1864724018604105,1,1.6031439008801467,0.8482182869844732,0,0,-0.9216706321944991,-0.2637033353414171,-1.1828704436583437,-0.5286950195824588,0,0,0
O00118,C0048,3,70,1,2,-0.809687042275599,2026-02-08,-1.2899146256972478,1,-1.5722946590663578,-1.0456897667170897,1,0,-1.2657367792903567,-0.2637033353414171,0.7663188233555884,-0.2664065186796299,0,0,0
O00119,C0201,3,70,3,1,-0.9844673043909551,2026-02-07,-1.2899146256972478,0,-0.8231520962161553,-1.3613411090006835,0,0,-0.8528574027753276,-0.2637033353414171,-0.060166681982401576,-0.6779433584800282,0,0,0
O00120,C0510,3,70,3,1,0.7633353167626065,2026-02-24,1.89401155259117,0,1.7209865512161335,1.4795209715516608,0,0,-0.3023515674219556,-0.2637033353414171,-0.2722735815824167,0.25154703613353224,1,0,0
O00121,C0676,2,85,0,2,-0.6349067801602428,2026-02-25,-1.2899146256972478,3,-1.1612482715848795,-1.3613411090006835,0,0,0.5922204150272738,-0.2637033353414171,-1.5010307930583664,-1.0625448471776107,0,0,0
O00122,C0946,1,80,2,1,-0.9844673043909551,2026-03-13,-0.5823754749664882,3,-0.1076788620333776,-0.7300384244334959,0,0,-0.5776044850986416,-0.2637033353414171,0.8358021180521451,-0.4074859396197879,1,0,0
O00123,C0726,3,70,4,0,-1.6835883528523796,2026-03-20,1.5402419772257903,3,1.1927989577459066,1.4795209715516608,1,0,-1.4377698528382854,-0.2637033353414171,0.2872497915003818,-1.1055972526288325,1,0,0
