Order_ID,Customer_ID,Supplier_ID,Supplier_Reliability_Score,Item_ID,Item_Category,Order_Quantity,Order_Date,Expected_Delivery_Days,Transport_Mode,Shipment_Distance_km,Actual_Delivery_Days,Delay,Disruption_Flag,Inventory_Level,Stock_Shortage_Risk,Cost_Per_Unit,Total_Order_Cost,Customer_Priority,Order_Flexibility,Predicted_Optimal_Supplier_ID
O00060,C0728,S3,85,Shoes,Apparel,14,2026-01-27,5,Air,1647,5,0,0,95,0.0,803,11242,1,0,
O00061,C0184,S2,80,Phone,Electronics,12,2026-03-19,3,Sea,1383,3,0,0,14,0.0,352,4224,0,1,
O00062,C0279,S3,85,Shirt,Apparel,6,2026-03-05,10,Air,4254,13,1,0,52,0.0,848,5088,0,1,
O00063,C0152,S2,80,Phone,Electronics,19,2026-01-28,9,Air,3250,11,1,0,89,0.0,746,14174,0,0,
O00064,C0472,S4,70,Shirt,Apparel,18,2026-02-24,12,Air,4844,12,0,0,100,0.0,599,10782,0,1,
O00065,C0812,S2,80,Phone,Electronics,18,2026-02-14,3,Road,149,7,1,0,78,0.0,664,11952,0,0,
O00066,C0808,S5,60,Shirt,Apparel,19,2026-02-17,6,Rail,2290,6,0,0,24,0.0,710,13490,0,1,
O00067,C0630,S3,85,Phone,Electronics,15,2026-01-25,11,Air,4363,15,1,0,27,0.0,166,2490,0,1,
O00068,C0778,S3,85,Watch,Accessories,6,2026-02-12,9,Air,3806,9,0,0,18,0.0,222,1332,0,1,
O00069,C0530,S5,60,Watch,Accessories,20,2026-02-08,4,Sea,63,7,1,0,81,0.0,869,17380,0,0,
O00070,C0056,S5,60,Phone,Electronics,4,2026-02-07,6,Rail,1702,11,1,0,39,0.0,942,3768,0,0,
O00071,C0797,S2,80,Laptop,Electronics,14,2026-03-07,3,Rail,600,3,0,0,50,0.0,507,7098,0,1,
O00072,C0661,S5,60,Laptop,Electronics,16,2026-02-28,3,Rail,1014,3,0,0,86,0.0,174,2784,0,0,
O00073,C0786,S4,70,Shoes,Apparel,2,2026-02-26,2,Rail,476,2,0,0,30,0.0,156,312,0,1,
O00074,C0726,S3,85,Shoes,Apparel,7,2026-02-28,8,Sea,3321,8,0,0,45,0.0,717,5019,0,0,
O00075,C0737,S3,85,Laptop,Electronics,19,2026-03-18,3,Rail,1435,3,0,0,21,0.0,203,3857,0,0,
O00076,C0860,S1,90,Watch,Accessories,19,2026-02-08,11,Rail,4631,11,0,0,33,0.0,346,6574,1,0,
O00077,C0496,S4,70,Laptop,Electronics,5,2026-02-28,5,Sea,1477,6,1,0,91,0.0,483,2415,0,1,
O00078,C0151,S1,90,Laptop,Electronics,9,2026-02-25,2,Road,160,2,0,0,8,0.01,246,2214,0,0,
O00079,C0609,S1,90,Shoes,Apparel,6,2026-03-04,3,Sea,314,3,0,0,76,0.0,975,5850,0,0,
O00080,C0159,S4,70,Shirt,Apparel,20,2026-02-18,9,Rail,3835,9,0,0,63,0.0,545,10900,0,0,
O00081,C0347,S3,85,Phone,Electronics,19,2026-02-09,4,Air,1421,8,1,0,67,0.0,807,15333,1,1,
O00082,C0375,S1,90,Watch,Accessories,9,2026-02-13,5,Air,1080,5,0,0,22,0.0,439,3951,0,1,
O00083,C0893,S3,85,Shirt,Apparel,5,2026-01-26,10,Sea,3836,10,0,0,77,0.0,417,2085,1,1,
O00084,C0277,S2,80,Watch,Accessories,12,2026-02-08,10,Rail,4699,12,1,0,62,0.0,725,8700,0,0,
O00085,C0116,S5,60,Shirt,Apparel,1,2026-02-05,4,Road,786,5,1,0,23,0.0,741,741,0,0,
O00086,C0094,S2,80,Phone,Electronics,16,2026-02-14,10,Sea,4522,10,0,0,93,0.0,813,13008,1,1,
O00087,C0167,S3,85,Phone,Electronics,9,2026-02-07,3,Road,678,3,0,0,41,0.0,654,5886,0,1,
O00088,C0792,S4,70,Shirt,Apparel,5,2026-01-31,2,Sea,529,6,1,0,15,0.0,440,2200,0,0,
O00089,C0667,S5,60,Shoes,Apparel,6,2026-02-21,3,Road,1481,4,1,0,87,0.0,86,516,0,1,
O00090,C0075,S1,90,Laptop,Electronics,2,2026-02-28,3,Road,686,3,0,0,30,0.0,799,1598,0,0,
O00091,C0468,S1,90,Shirt,Apparel,20,2026-02-28,6,Road,1869,6,0,0,54,0.0,341,6820,0,1,
O00092,C0579,S5,60,Laptop,Electronics,18,2026-02-02,9,Air,4430,12,1,0,45,0.0,577,10386,0,0,
O00093,C0717,S3,85,Watch,Accessories,9,2026-02-26,12,Rail,4646,12,0,0,17,0.0,245,2205,0,1,
O00094,C0044,S4,70,Watch,Accessories,7,2026-02-28,10,Sea,3879,14,1,0,20,0.0,668,4676,1,0,
O00095,C0561,S3,85,Watch,Accessories,7,2026-02-03,7,Rail,2025,7,0,0,89,0.0,476,3332,0,0,
O00096,C0344,S2,80,Shirt,Apparel,2,2026-03-07,2,Rail,740,2,0,0,16,0.0,445,890,0,0,
O00097,C0729,S3,85,Watch,Accessories,15,2026-01-28,8,Rail,2560,8,0,0,49,0.0,133,1995,0,0,
O00098,C0266,S2,80,Phone,Electronics,19,2026-02-01,7,Rail,2292,7,0,0,35,0.0,797,15143,0,0,
O00099,C0172,S3,85,Shirt,Apparel,4,2026-03-05,5,Air,1624,5,0,0,73,0.0,744,2976,0,1,
O00100,C0313,S5,60,Shirt,Apparel,8,2026-03-08,3,Rail,1151,3,0,0,13,0.0,423,3384,0,0,
O00101,C0247,S3,85,Watch,Accessories,4,2026-01-25,4,Sea,1779,4,0,0,86,0.0,194,776,0,0,
O00102,C0833,S5,60,Laptop,Electronics,3,2026-01-25,9,Sea,4020,14,1,0,21,0.0,540,1620,0,1,
O00103,C0338,S2,80,Laptop,Electronics,16,2026-03-21,10,Air,3855,10,0,0,32,0.0,980,15680,0,1,
O00104,C0981,S5,60,Laptop,Electronics,18,2026-02-23,4,Sea,408,4,0,0,89,0.0,582,10476,0,0,
O00105,C0255,S5,60,Phone,Electronics,16,2026-03-08,4,Air,131,4,0,0,60,0.0,122,1952,1,1,
O00106,C0235,S3,85,Laptop,Electronics,14,2026-02-06,8,Rail,3397,8,0,0,87,0.0,399,5586,0,0,
O00107,C0568,S5,60,Phone,Electronics,6,2026-03-11,9,Road,4138,9,0,0,38,0.0,444,2664,0,0,
O00108,C0030,S3,85,Laptop,Electronics,8,2026-02-10,9,Sea,3346,9,0,0,32,0.0,375,3000,0,0,
O00109,C0352,S3,85,Phone,Electronics,1,2026-02-19,3,Sea,1314,6,1,0,73,0.0,717,717,0,0,
O00110,C0547,S3,85,Phone,Electronics,20,2026-03-25,3,Sea,1466,3,0,0,64,0.0,378,7560,0,0,
O00111,C0871,S5,60,Phone,Electronics,9,2026-01-29,2,Rail,270,2,0,0,15,0.0,52,468,0,0,
O00112,C0208,S2,80,Watch,Accessories,9,2026-02-24,8,Road,2609,8,0,0,33,0.0,449,4041,0,0,
O00113,C0356,S2,80,Phone,Electronics,19,2026-02-03,3,Road,175,8,1,1,10,0.09,904,17176,0,0,
O00114,C0455,S1,90,Watch,Accessories,17,2026-03-17,4,Sea,1895,4,0,0,54,0.0,481,8177,0,0,
O00115,C0476,S1,90,Laptop,Electronics,14,2026-02-05,9,Road,4117,9,0,0,21,0.0,616,8624,0,0,
O00116,C0898,S4,70,Phone,Electronics,4,2026-02-17,11,Rail,4700,11,0,0,97,0.0,475,1900,0,0,
O00117,C0111,S4,70,Shirt,Apparel,16,2026-03-06,10,Rail,4809,10,0,0,24,0.0,201,3216,0,0,
O00118,C0048,S4,70,Phone,Electronics,6,2026-02-08,3,Rail,282,4,1,0,14,0.0,734,4404,0,0,
O00119,C0201,S4,70,Shoes,Apparel,5,2026-02-07,3,Air,1350,3,0,0,26,0.0,508,2540,0,0,
O00120,C0510,S4,70,Shoes,Apparel,15,2026-02-24,12,Air,4977,12,0,0,42,0.0,450,6750,1,0,
O00121,C0676,S3,85,Laptop,Electronics,7,2026-02-25,3,Sea,868,3,0,0,68,0.0,114,798,0,0,
O00122,C0946,S2,80,Shirt,Apparel,5,2026-03-13,5,Sea,2370,5,0,0,34,0.0,753,3765,1,0,
O00123,C0726,S4,70,Watch,Accessories,1,2026-03-20,11,Sea,4224,12,1,0,9,0.0,603,603,1,0,
O00124,C0845,S5,60,Phone,Electronics,20,2026-03-15,5,Sea,2189,5,0,0,98,0.0,803,16060,0,0,
O00125,C0901,S1,90,Laptop,Electronics,11,2026-02-06,9,Road,4238,9,0,0,36,0.0,636,6996,0,0,
O00126,C0649,S3,85,Shirt,Apparel,4,2026-03-19,3,Road,1095,3,0,0,94,0.0,336,1344,0,0,
O00127,C0649,S1,90,Watch,Accessories,2,2026-02-09,4,Road,1309,4,0,0,34,0.0,551,1102,0,0,
O00128,C0245,S3,85,Phone,Electronics,8,2026-02-19,5,Air,1120,5,0,0,11,0.0,614,4912,0,1,
O00129,C0517,S3,85,Shoes,Apparel,16,2026-03-25,12,Rail,4850,12,0,0,7,0.09,672,10752,0,0,
O00130,C0684,S5,60,Laptop,Electronics,17,2026-02-12,8,Rail,2925,8,0,0,91,0.0,474,8058,0,1,
O00131,C0977,S5,60,Laptop,Electronics,17,2026-03-22,5,Rail,2362,9,1,0,77,0.0,74,1258,0,0,
O00132,C0823,S5,60,Phone,Electronics,14,2026-03-17,8,Air,3088,11,1,0,79,0.0,544,7616,0,1,
O00133,C0648,S1,90,Watch,Accessories,10,2026-01-27,10,Rail,4148,10,0,0,31,0.0,739,7390,0,1,
O00134,C0704,S3,85,Watch,Accessories,6,2026-03-23,2,Air,131,2,0,0,0,0.06,664,3984,0,1,
O00135,C0948,S4,70,Phone,Electronics,13,2026-02-25,8,Rail,2837,8,0,0,42,0.0,390,5070,0,0,
O00136,C0876,S1,90,Watch,Accessories,8,2026-03-11,5,Rail,1763,5,0,0,25,0.0,422,3376,0,0,
O00137,C0436,S1,90,Shoes,Apparel,20,2026-03-10,3,Air,989,7,1,0,93,0.0,215,4300,0,0,
O00138,C0728,S4,70,Shoes,Apparel,11,2026-03-19,10,Road,4849,11,1,1,3,0.08,120,1320,1,0,
O00139,C0591,S1,90,Shirt,Apparel,13,2026-03-05,9,Rail,4147,9,0,0,50,0.0,646,8398,0,0,
O00140,C0088,S3,85,Shirt,Apparel,19,2026-03-03,7,Air,2688,7,0,0,85,0.0,341,6479,0,1,
O00141,C0935,S3,85,Shoes,Apparel,6,2026-03-09,4,Rail,1377,4,0,0,64,0.0,819,4914,0,0,
O00142,C0238,S3,85,Laptop,Electronics,6,2026-02-28,4,Rail,1662,4,0,0,45,0.0,378,2268,0,0,
O00143,C0020,S1,90,Watch,Accessories,9,2026-02-23,10,Sea,4276,10,0,0,40,0.0,506,4554,1,0,
O00144,C0033,S3,85,Watch,Accessories,11,2026-02-26,9,Road,3638,9,0,0,61,0.0,475,5225,0,1,
O00145,C0946,S1,90,Watch,Accessories,7,2026-02-19,4,Road,1355,4,0,0,8,0.0,585,4095,0,0,
O00146,C0157,S1,90,Shoes,Apparel,15,2026-03-09,10,Rail,3611,10,0,0,12,0.03,723,10845,0,1,
O00147,C0359,S4,70,Phone,Electronics,2,2026-02-26,11,Road,4951,14,1,0,4,0.0,779,1558,0,0,
O00148,C0566,S5,60,Laptop,Electronics,9,2026-02-27,11,Air,4999,16,1,0,91,0.0,751,6759,0,0,
O00149,C0747,S2,80,Watch,Accessories,19,2026-02-24,6,Air,2394,9,1,0,25,0.0,117,2223,1,1,
O00150,C0223,S2,80,Phone,Electronics,17,2026-02-11,5,Air,2196,5,0,0,63,0.0,81,1377,0,0,
O00151,C0725,S1,90,Watch,Accessories,4,2026-02-11,11,Road,4271,11,0,0,65,0.0,820,3280,0,0,
O00152,C0571,S4,70,Laptop,Electronics,6,2026-02-03,8,Rail,2915,10,1,0,91,0.0,788,4728,0,0,
O00153,C0145,S4,70,Watch,Accessories,10,2026-03-02,8,Sea,3659,8,0,0,56,0.0,709,7090,0,0,
O00154,C0216,S1,90,Shoes,Apparel,15,2026-02-21,10,Sea,3542,10,0,0,19,0.0,698,10470,0,1,
O00155,C0892,S5,60,Laptop,Electronics,1,2026-02-13,6,Road,2513,7,1,0,6,0.0,586,586,0,1,
O00156,C0412,S4,70,Shirt,Apparel,5,2026-02-12,6,Air,2613,6,0,0,9,0.0,509,2545,0,1,
O00157,C0045,S5,60,Shoes,Apparel,5,2026-01-25,5,Road,1720,5,0,0,94,0.0,510,2550,1,0,
O00158,C0778,S1,90,Watch,Accessories,8,2026-02-23,5,Rail,1317,6,1,0,50,0.0,469,3752,0,1,
O00159,C0538,S1,90,Shirt,Apparel,17,2026-02-24,8,Rail,3861,8,0,0,82,0.0,791,13447,1,0,
O00160,C0421,S3,85,Watch,Accessories,1,2026-02-20,10,Sea,4551,10,0,0,64,0.0,515,515,1,0,
O00161,C0303,S5,60,Watch,Accessories,10,2026-03-06,9,Road,3341,11,1,0,57,0.0,139,1390,0,0,
O00162,C0525,S4,70,Phone,Electronics,3,2026-02-12,9,Air,3539,9,0,0,4,0.0,255,765,0,1,
O00163,C0986,S1,90,Laptop,Electronics,3,2026-02-03,7,Rail,2444,7,0,0,65,0.0,827,2481,0,1,
O00164,C0137,S4,70,Shoes,Apparel,10,2026-03-05,8,Road,2761,12,1,1,2,0.08,817,8170,0,1,
O00165,C0718,S4,70,Phone,Electronics,19,2026-02-06,4,Road,1159,4,0,0,54,0.0,314,5966,0,0,
O00166,C0592,S4,70,Watch,Accessories,3,2026-02-27,5,Rail,1160,5,0,0,47,0.0,227,681,0,0,
O00167,C0729,S4,70,Laptop,Electronics,14,2026-02-01,2,Road,943,6,1,1,4,0.1,111,1554,1,1,
O00168,C0910,S1,90,Shirt,Apparel,17,2026-02-03,12,Road,4611,12,0,0,39,0.0,130,2210,0,1,
O00169,C0656,S4,70,Shoes,Apparel,11,2026-02-06,11,Rail,4127,11,0,0,2,0.09,733,8063,0,1,
O00170,C0953,S2,80,Shoes,Apparel,16,2026-02-09,6,Road,1957,9,1,0,26,0.0,705,11280,1,1,
O00171,C0923,S5,60,Shoes,Apparel,12,2026-02-21,4,Rail,1510,6,1,0,27,0.0,562,6744,0,1,
O00172,C0045,S5,60,Watch,Accessories,2,2026-03-03,4,Rail,1997,9,1,0,75,0.0,927,1854,0,0,
O00173,C0647,S3,85,Shirt,Apparel,17,2026-02-12,5,Road,1184,5,0,0,57,0.0,69,1173,0,1,
O00174,C0293,S1,90,Shoes,Apparel,19,2026-01-30,4,Sea,1189,4,0,0,69,0.0,888,16872,0,0,
O00175,C0939,S1,90,Shirt,Apparel,4,2026-01-26,7,Rail,2094,10,1,0,28,0.0,120,480,0,1,
O00176,C0993,S2,80,Shirt,Apparel,7,2026-02-26,12,Road,4950,12,0,0,29,0.0,302,2114,0,0,
O00177,C0573,S2,80,Laptop,Electronics,8,2026-02-07,6,Road,2099,6,0,0,43,0.0,823,6584,1,1,
O00178,C0344,S2,80,Laptop,Electronics,16,2026-02-16,11,Rail,4274,15,1,0,30,0.0,808,12928,1,0,
O00179,C0875,S5,60,Shoes,Apparel,4,2026-02-27,10,Air,4890,15,1,0,74,0.0,79,316,1,1,
O00180,C0393,S5,60,Laptop,Electronics,19,2026-03-10,2,Sea,214,2,0,0,54,0.0,634,12046,0,0,
O00181,C0460,S5,60,Shoes,Apparel,11,2026-02-24,3,Air,330,8,1,0,95,0.0,849,9339,0,0,
O00182,C0294,S4,70,Shoes,Apparel,1,2026-03-11,9,Sea,3412,9,0,0,80,0.0,613,613,0,0,
O00183,C0513,S5,60,Shoes,Apparel,8,2026-02-28,7,Road,3226,7,0,0,54,0.0,149,1192,0,0,
O00184,C0773,S4,70,Shoes,Apparel,15,2026-02-25,7,Rail,2472,10,1,0,47,0.0,555,8325,0,1,
O00185,C0174,S5,60,Phone,Electronics,7,2026-02-05,3,Air,1276,3,0,0,89,0.0,922,6454,0,1,
O00186,C0580,S1,90,Shoes,Apparel,8,2026-02-26,10,Air,4314,10,0,0,96,0.0,179,1432,0,0,
O00187,C0064,S5,60,Shoes,Apparel,20,2026-03-01,5,Air,1963,7,1,0,74,0.0,487,9740,0,1,
O00188,C0938,S5,60,Laptop,Electronics,19,2026-02-23,11,Air,4761,11,0,0,46,0.0,77,1463,0,0,
O00189,C0266,S4,70,Phone,Electronics,17,2026-02-04,8,Sea,3612,8,0,0,51,0.0,541,9197,0,0,
O00190,C0929,S1,90,Phone,Electronics,15,2026-03-17,3,Road,1204,3,0,0,7,0.08,374,5610,1,0,
O00191,C0259,S2,80,Shirt,Apparel,18,2026-03-18,7,Sea,3390,7,0,0,57,0.0,420,7560,0,0,
O00192,C0760,S4,70,Shoes,Apparel,20,2026-03-01,5,Rail,1327,5,0,0,3,0.17,310,6200,1,1,
O00193,C0246,S1,90,Laptop,Electronics,6,2026-01-28,3,Rail,461,3,0,0,90,0.0,756,4536,1,0,
O00194,C0060,S4,70,Laptop,Electronics,2,2026-02-25,10,Sea,3618,10,0,0,23,0.0,427,854,0,1,
O00195,C0941,S5,60,Shirt,Apparel,15,2026-03-10,8,Rail,3593,8,0,0,82,0.0,940,14100,0,1,
O00196,C0420,S5,60,Laptop,Electronics,1,2026-02-28,2,Sea,581,2,0,0,21,0.0,568,568,0,0,
O00197,C0235,S5,60,Shirt,Apparel,11,2026-02-22,4,Air,800,4,0,0,90,0.0,748,8228,0,0,
O00198,C0371,S4,70,Watch,Accessories,3,2026-03-02,12,Rail,4752,12,0,0,41,0.0,975,2925,0,0,
O00199,C0950,S4,70,Watch,Accessories,9,2026-02-13,5,Rail,2480,7,1,0,36,0.0,154,1386,0,1,
O00200,C0369,S5,60,Shirt,Apparel,3,2026-02-21,4,Road,157,4,0,0,19,0.0,76,228,0,0,
O00201,C0880,S4,70,Watch,Accessories,9,2026-01-31,9,Rail,3797,9,0,0,99,0.0,374,3366,0,0,
O00202,C0151,S2,80,Shirt,Apparel,1,2026-03-22,6,Sea,1769,6,0,0,73,0.0,598,598,0,0,
O00203,C0783,S5,60,Phone,Electronics,14,2026-03-05,8,Sea,3052,8,0,0,41,0.0,412,5768,0,0,
O00204,C0099,S1,90,Shoes,Apparel,3,2026-03-04,3,Rail,1414,3,0,0,36,0.0,956,2868,0,1,
O00205,C0978,S2,80,Phone,Electronics,9,2026-02-16,2,Rail,579,2,0,0,37,0.0,142,1278,0,1,
O00206,C0900,S1,90,Watch,Accessories,11,2026-03-11,6,Air,2451,9,1,0,30,0.0,73,803,0,0,
O00207,C0085,S3,85,Shoes,Apparel,15,2026-02-01,2,Air,396,2,0,0,53,0.0,235,3525,0,0,
O00208,C0951,S1,90,Watch,Accessories,9,2026-03-25,11,Road,4523,11,0,0,79,0.0,260,2340,0,0,
O00209,C0690,S1,90,Phone,Electronics,7,2026-02-27,8,Road,3774,8,0,0,33,0.0,423,2961,0,0,
O00210,C0583,S2,80,Watch,Accessories,15,2026-02-23,4,Rail,847,4,0,0,10,0.05,297,4455,0,0,
O00211,C0108,S4,70,Watch,Accessories,20,2026-01-31,5,Air,1187,8,1,0,65,0.0,960,19200,1,0,
O00212,C0273,S1,90,Watch,Accessories,11,2026-02-24,6,Rail,2129,6,0,0,84,0.0,52,572,0,0,
O00213,C0196,S1,90,Laptop,Electronics,6,2026-03-03,11,Sea,4665,11,0,0,19,0.0,990,5940,0,0,
O00214,C0204,S1,90,Shirt,Apparel,8,2026-02-06,9,Rail,4064,9,0,0,63,0.0,187,1496,0,0,
O00215,C0713,S2,80,Watch,Accessories,5,2026-01-25,8,Road,3005,8,0,0,2,0.03,756,3780,0,0,
O00216,C0564,S1,90,Watch,Accessories,2,2026-02-04,5,Road,2099,5,0,0,58,0.0,919,1838,0,1,
O00217,C0604,S5,60,Shoes,Apparel,19,2026-02-01,12,Rail,4788,15,1,0,75,0.0,659,12521,0,0,
O00218,C0100,S4,70,Watch,Accessories,12,2026-02-08,6,Road,2131,6,0,0,81,0.0,448,5376,0,1,
O00219,C0412,S5,60,Phone,Electronics,11,2026-02-02,3,Road,308,3,0,0,94,0.0,774,8514,0,0,
O00220,C0260,S2,80,Shoes,Apparel,15,2026-03-04,2,Rail,980,2,0,0,35,0.0,750,11250,0,0,
